Epoch: 0, Loss: 0.3697262108325958, EER: 0.09508000000000097
Epoch: 1, Loss: 0.07494412362575531, EER: 0.08163999999999991
Epoch: 2, Loss: 0.0925450399518013, EER: 0.07614000000000003
Epoch: 3, Loss: 0.07157339155673981, EER: 0.0741999999999889
Epoch: 4, Loss: 0.06703989207744598, EER: 0.07351999999995398
Epoch: 5, Loss: 0.06248727813363075, EER: 0.07158666666666672
Epoch: 6, Loss: 0.05135350301861763, EER: 0.0701199999999999
Epoch: 7, Loss: 0.04745200276374817, EER: 0.06945333333333321
Epoch: 8, Loss: 0.04084741696715355, EER: 0.06933333333333333
Epoch: 9, Loss: 0.03878803923726082, EER: 0.06947999999998729
